date;asset;indexed_value
2018-08-13;ETF;1045,36
2018-08-14;ETF;1050,13
2018-08-15;ETF;1037,69
2018-08-16;ETF;1045,5
2018-08-17;ETF;1050,28
2018-08-20;ETF;1054,19
2018-08-21;ETF;1059,11
2018-08-22;ETF;1060,7
2018-08-23;ETF;1055,63
2018-08-24;ETF;1063,74
2018-08-27;ETF;1074,02
2018-08-28;ETF;1074,6
2018-08-29;ETF;1080,96
2018-08-30;ETF;1071,7
2018-08-31;ETF;1068,37
2018-09-04;ETF;1062,44
2018-09-05;ETF;1056,65
2018-09-06;ETF;1052,88
2018-09-07;ETF;1048,54
2018-09-10;ETF;1050,28
2018-09-11;ETF;1053,46
2018-09-12;ETF;1055,49
2018-09-13;ETF;1062,73
2018-09-14;ETF;1063,59
2018-09-17;ETF;1060,12
2018-09-18;ETF;1067,65
2018-09-19;ETF;1070,4
2018-09-20;ETF;1080,53
2018-09-21;ETF;1081,11
2018-09-24;ETF;1076,04
2018-09-25;ETF;1078,21
2018-09-26;ETF;1077,49
2018-09-27;ETF;1077,49
2018-09-28;ETF;1074,89
2018-10-01;ETF;1077,92
2018-10-02;ETF;1074,31
2018-10-03;ETF;1073,58
2018-10-04;ETF;1062,15
2018-10-05;ETF;1055,92
2018-10-08;ETF;1054,19
2018-10-09;ETF;1052,16
2018-10-10;ETF;1021,62
2018-10-11;ETF;1004,39
2018-10-12;ETF;1016,55
2018-10-15;ETF;1011,05
2018-10-16;ETF;1031,46
2018-10-17;ETF;1028,71
2018-10-18;ETF;1012,21
2018-10-19;ETF;1014,24
2018-10-22;ETF;1011,63
2018-10-23;ETF;1003,81
2018-10-24;ETF;976,02
2018-10-25;ETF;989,92
2018-10-26;ETF;976,6
2018-10-29;ETF;970,23
2018-10-30;ETF;984,13
2018-10-31;ETF;994,98
2018-11-01;ETF;1008,88
2018-11-02;ETF;1007,0
2018-11-05;ETF;1010,04
2018-11-06;ETF;1014,38
2018-11-07;ETF;1032,91
2018-11-08;ETF;1024,51
2018-11-09;ETF;1015,83
2018-11-12;ETF;997,16
2018-11-13;ETF;998,6
2018-11-14;ETF;994,98
2018-11-15;ETF;1004,54
2018-11-16;ETF;1007,14
2018-11-19;ETF;991,95
2018-11-20;ETF;973,85
2018-11-21;ETF;982,83
2018-11-23;ETF;976,31
2018-11-26;ETF;990,64
2018-11-27;ETF;991,8
2018-11-28;ETF;1011,92
2018-11-29;ETF;1007,72
2018-11-30;ETF;1010,76
2018-12-03;ETF;1023,79
2018-12-04;ETF;995,13
2018-12-06;ETF;990,79
2018-12-07;ETF;971,83
2018-12-10;ETF;968,93
2018-12-11;ETF;970,23
2018-12-12;ETF;980,51
2018-12-13;ETF;979,64
2018-12-14;ETF;963,86
2018-12-17;ETF;949,25
2018-12-18;ETF;948,78
2018-12-19;ETF;935,63
2018-12-20;ETF;927,45
2018-12-21;ETF;909,92
2018-12-24;ETF;893,71
2018-12-26;ETF;926,72
2018-12-27;ETF;931,1
2018-12-28;ETF;933,35
2018-12-31;ETF;937,88
2019-01-02;ETF;937,59
2019-01-03;ETF;921,66
2019-01-04;ETF;951,04
2019-01-07;ETF;956,89
2019-01-08;ETF;963,9
2019-01-09;ETF;972,82
2019-01-10;ETF;977,35
2019-01-11;ETF;973,85
2019-01-14;ETF;968,29
2019-01-15;ETF;977,06
2019-01-16;ETF;979,84
2019-01-17;ETF;987,0
2019-01-18;ETF;997,38
2019-01-22;ETF;984,22
2019-01-23;ETF;986,71
2019-01-24;ETF;988,46
2019-01-25;ETF;999,43
2019-01-28;ETF;992,56
2019-01-29;ETF;992,7
2019-01-30;ETF;1006,74
2019-01-31;ETF;1013,31
2019-02-01;ETF;1012,14
2019-02-04;ETF;1017,99
2019-02-05;ETF;1023,98
2019-02-06;ETF;1020,04
2019-02-07;ETF;1009,37
2019-02-08;ETF;1009,07
2019-02-11;ETF;1007,76
2019-02-12;ETF;1020,18
2019-02-13;ETF;1020,77
2019-02-14;ETF;1020,18
2019-02-15;ETF;1030,71
2019-02-19;ETF;1034,22
2019-02-20;ETF;1036,99
2019-02-21;ETF;1034,51
2019-02-22;ETF;1040,8
2019-02-25;ETF;1043,43
2019-02-26;ETF;1044,16
2019-02-27;ETF;1041,96
2019-02-28;ETF;1038,31
2019-03-01;ETF;1043,86
2019-03-04;ETF;1040,8
2019-03-05;ETF;1040,94
2019-03-06;ETF;1035,82
2019-03-07;ETF;1025,01
2019-03-08;ETF;1022,38
2019-03-11;ETF;1035,97
2019-03-12;ETF;1039,92
2019-03-13;ETF;1045,91
2019-03-14;ETF;1044,89
2019-03-15;ETF;1053,37
2019-03-18;ETF;1059,21
2019-03-19;ETF;1060,09
2019-03-20;ETF;1057,46
2019-03-21;ETF;1064,91
2019-03-22;ETF;1042,84
2019-03-25;ETF;1042,7
2019-03-26;ETF;1049,86
2019-03-27;ETF;1045,03
2019-03-28;ETF;1048,1
2019-03-29;ETF;1054,68
2019-04-01;ETF;1067,55
2019-04-02;ETF;1067,11
2019-04-03;ETF;1072,08
2019-04-04;ETF;1073,69
2019-04-05;ETF;1077,78
2019-04-08;ETF;1079,09
2019-04-09;ETF;1073,39
2019-04-10;ETF;1077,92
2019-04-11;ETF;1074,56
2019-04-12;ETF;1082,16
2019-04-15;ETF;1081,72
2019-04-16;ETF;1082,89
2019-04-17;ETF;1083,33
2019-04-18;ETF;1083,63
2019-04-22;ETF;1083,48
2019-04-23;ETF;1089,33
2019-04-24;ETF;1083,33
2019-04-25;ETF;1083,04
2019-04-26;ETF;1087,13
2019-04-29;ETF;1089,77
2019-04-30;ETF;1090,79
2019-05-01;ETF;1083,33
2019-05-02;ETF;1080,85
2019-05-03;ETF;1092,25
2019-05-06;ETF;1083,19
2019-05-07;ETF;1064,77
2019-05-08;ETF;1064,18
2019-05-09;ETF;1058,77
2019-05-10;ETF;1065,35
2019-05-13;ETF;1038,6
2019-05-14;ETF;1048,25
2019-05-15;ETF;1052,49
2019-05-16;ETF;1060,38
2019-05-17;ETF;1052,34
2019-05-20;ETF;1045,91
2019-05-21;ETF;1055,41
2019-05-22;ETF;1051,17
2019-05-23;ETF;1039,33
2019-05-24;ETF;1045,03
2019-05-28;ETF;1036,12
2019-05-29;ETF;1030,12
2019-05-30;ETF;1034,66
2019-05-31;ETF;1024,57
2019-06-03;ETF;1026,47
2019-06-04;ETF;1043,13
2019-06-05;ETF;1046,79
2019-06-06;ETF;1052,34
2019-06-07;ETF;1063,45
2019-06-10;ETF;1067,98
2019-06-11;ETF;1071,05
2019-06-12;ETF;1064,91
2019-06-13;ETF;1068,57
2019-06-14;ETF;1063,89
2019-06-17;ETF;1064,87
2019-06-18;ETF;1078,63
2019-06-19;ETF;1082,19
2019-06-20;ETF;1094,47
2019-06-21;ETF;1091,51
2019-06-24;ETF;1090,33
2019-06-25;ETF;1081,59
2019-06-26;ETF;1082,33
2019-06-27;ETF;1086,48
2019-06-28;ETF;1091,07
2019-07-01;ETF;1099,65
2019-07-02;ETF;1102,32
2019-07-03;ETF;1109,27
2019-07-05;ETF;1104,09
2019-07-08;ETF;1098,32
2019-07-09;ETF;1097,73
2019-07-10;ETF;1103,35
2019-07-11;ETF;1104,69
2019-07-12;ETF;1107,94
2019-07-15;ETF;1108,83
2019-07-16;ETF;1104,69
2019-07-17;ETF;1099,8
2019-07-18;ETF;1104,98
2019-07-19;ETF;1098,62
2019-07-22;ETF;1101,28
2019-07-23;ETF;1107,35
2019-07-24;ETF;1110,9
2019-07-25;ETF;1102,61
2019-07-26;ETF;1108,09
2019-07-29;ETF;1107,35
2019-07-30;ETF;1102,02
2019-07-31;ETF;1091,81
2019-08-01;ETF;1082,93
2019-08-02;ETF;1073,31
2019-08-05;ETF;1041,63
2019-08-06;ETF;1053,47
2019-08-07;ETF;1057,17
2019-08-08;ETF;1072,71
2019-08-09;ETF;1065,46
2019-08-12;ETF;1053,47
2019-08-13;ETF;1068,86
2019-08-14;ETF;1038,37
2019-08-15;ETF;1040,3
2019-08-16;ETF;1054,51
2019-08-19;ETF;1063,39
2019-08-20;ETF;1057,76
2019-08-21;ETF;1066,5
2019-08-22;ETF;1064,87
2019-08-23;ETF;1042,66
2019-08-26;ETF;1052,29
2019-08-27;ETF;1049,47
2019-08-28;ETF;1053,77
2019-08-29;ETF;1065,61
2019-08-30;ETF;1067,68
2019-09-03;ETF;1061,91
2019-09-04;ETF;1076,12
2019-09-05;ETF;1087,81
2019-09-06;ETF;1089,29
2019-09-09;ETF;1090,62
2019-09-10;ETF;1090,77
2019-09-11;ETF;1099,21
2019-09-12;ETF;1103,95
2019-09-13;ETF;1105,13
2019-09-16;ETF;1100,54
2019-09-17;ETF;1102,32
2019-09-18;ETF;1101,73
2019-09-19;ETF;1102,91
2019-09-20;ETF;1098,77
2019-09-23;ETF;1097,28
2019-09-24;ETF;1090,77
2019-09-25;ETF;1093,73
2019-09-26;ETF;1092,55
2019-09-27;ETF;1086,48
2019-09-30;ETF;1091,66
2019-10-01;ETF;1079,08
2019-10-02;ETF;1061,02
2019-10-03;ETF;1069,9
2019-10-04;ETF;1081,15
2019-10-07;ETF;1076,86
2019-10-08;ETF;1062,65
2019-10-09;ETF;1071,83
2019-10-10;ETF;1080,26
2019-10-11;ETF;1094,92
2019-10-14;ETF;1091,96
2019-10-15;ETF;1102,91
2019-10-16;ETF;1103,21
2019-10-17;ETF;1105,87
2019-10-18;ETF;1102,17
2019-10-21;ETF;1110,16
2019-10-22;ETF;1106,61
2019-10-23;ETF;1110,61
2019-10-24;ETF;1113,12
2019-10-25;ETF;1116,23
2019-10-28;ETF;1122,89
2019-10-29;ETF;1121,56
2019-10-30;ETF;1124,23
2019-10-31;ETF;1121,56
2019-11-01;ETF;1132,96
2019-11-04;ETF;1137,84
2019-11-05;ETF;1138,14
2019-11-06;ETF;1137,55
2019-11-07;ETF;1142,28
2019-11-08;ETF;1142,28
2019-11-11;ETF;1139,62
2019-11-12;ETF;1138,88
2019-11-13;ETF;1137,84
2019-11-14;ETF;1137,99
2019-11-15;ETF;1145,54
2019-11-18;ETF;1146,58
2019-11-19;ETF;1145,24
2019-11-20;ETF;1140,36
2019-11-21;ETF;1139,92
2019-11-22;ETF;1140,95
2019-11-25;ETF;1149,68
2019-11-26;ETF;1150,57
2019-11-27;ETF;1154,87
2019-11-29;ETF;1147,76
2019-12-02;ETF;1140,36
2019-12-03;ETF;1134,59
2019-12-04;ETF;1142,43
2019-12-05;ETF;1143,62
2019-12-06;ETF;1152,65
2019-12-09;ETF;1148,94
2019-12-10;ETF;1148,2
2019-12-11;ETF;1153,68
2019-12-12;ETF;1163,89
2019-12-13;ETF;1167,6
2019-12-16;ETF;1176,18
2019-12-17;ETF;1176,03
2019-12-18;ETF;1176,78
2019-12-19;ETF;1179,48
2019-12-20;ETF;1181,57
2019-12-23;ETF;1184,27
2019-12-24;ETF;1184,57
2019-12-26;ETF;1191,01
2019-12-27;ETF;1191,76
2019-12-30;ETF;1184,57
2019-12-31;ETF;1187,27
2020-01-02;ETF;1199,55
2020-01-03;ETF;1189,21
2020-01-06;ETF;1191,91
2020-01-07;ETF;1188,91
2020-01-08;ETF;1194,76
2020-01-09;ETF;1201,5
2020-01-10;ETF;1198,8
2020-01-13;ETF;1207,79
2020-01-14;ETF;1206,74
2020-01-15;ETF;1205,99
2020-01-16;ETF;1214,83
2020-01-17;ETF;1218,13
2020-01-21;ETF;1211,54
2020-01-22;ETF;1212,43
2020-01-23;ETF;1212,58
2020-01-24;ETF;1202,55
2020-01-27;ETF;1180,22
2020-01-28;ETF;1191,31
2020-01-29;ETF;1191,16
2020-01-30;ETF;1191,16
2020-01-31;ETF;1170,19
2020-02-03;ETF;1178,13
2020-02-04;ETF;1198,35
2020-02-05;ETF;1209,74
2020-02-06;ETF;1212,13
2020-02-07;ETF;1204,19
2020-02-10;ETF;1210,19
2020-02-11;ETF;1216,33
2020-02-12;ETF;1224,42
2020-02-13;ETF;1218,88
2020-02-14;ETF;1220,07
2020-02-18;ETF;1215,28
2020-02-19;ETF;1220,37
2020-02-20;ETF;1213,33
2020-02-21;ETF;1203,89
2020-02-24;ETF;1162,55
2020-02-25;ETF;1132,73
2020-02-26;ETF;1133,78
2020-02-27;ETF;1094,08
2020-02-28;ETF;1082,55
2020-03-02;ETF;1118,35
2020-03-03;ETF;1091,69
2020-03-04;ETF;1136,48
2020-03-05;ETF;1101,72
2020-03-06;ETF;1082,1
2020-03-09;ETF;1000,6
2020-03-10;ETF;1046,59
2020-03-11;ETF;992,51
2020-03-12;ETF;894,98
2020-03-13;ETF;959,1
2020-03-16;ETF;851,54
2020-03-17;ETF;904,72
2020-03-18;ETF;850,34
2020-03-19;ETF;855,73
2020-03-20;ETF;828,61
2020-03-23;ETF;813,93
2020-03-24;ETF;880,15
2020-03-25;ETF;904,27
2020-03-26;ETF;951,91
2020-03-27;ETF;924,04
2020-03-30;ETF;944,42
2020-03-31;ETF;937,38
2020-04-01;ETF;894,38
2020-04-02;ETF;912,36
2020-04-03;ETF;898,73
2020-04-06;ETF;954,16
2020-04-07;ETF;955,21
2020-04-08;ETF;978,28
2020-04-09;ETF;992,51
2020-04-13;ETF;984,57
2020-04-14;ETF;1009,89
2020-04-15;ETF;984,72
2020-04-16;ETF;988,91
2020-04-17;ETF;1015,88
2020-04-20;ETF;1001,05
2020-04-21;ETF;970,34
2020-04-22;ETF;993,11
2020-04-23;ETF;992,06
2020-04-24;ETF;1002,25
2020-04-27;ETF;1018,58
2020-04-28;ETF;1018,73
2020-04-29;ETF;1045,69
2020-04-30;ETF;1029,51
2020-05-01;ETF;1002,4
2020-05-04;ETF;1005,69
2020-05-05;ETF;1012,73
2020-05-06;ETF;1007,34
2020-05-07;ETF;1020,67
2020-05-08;ETF;1037,6
2020-05-11;ETF;1038,65
2020-05-12;ETF;1021,12
2020-05-13;ETF;1007,64
2020-05-14;ETF;1013,93
2020-05-15;ETF;1014,83
2020-05-18;ETF;1049,29
2020-05-19;ETF;1038,65
2020-05-20;ETF;1056,03
2020-05-21;ETF;1046,74
2020-05-22;ETF;1045,54
2020-05-26;ETF;1065,17
2020-05-27;ETF;1078,5
2020-05-28;ETF;1079,4
2020-05-29;ETF;1081,95
2020-06-01;ETF;1095,73
2020-06-02;ETF;1107,72
2020-06-03;ETF;1125,84
2020-06-04;ETF;1119,7
2020-06-05;ETF;1145,32
2020-06-08;ETF;1158,65
2020-06-09;ETF;1148,46
2020-06-10;ETF;1145,32
2020-06-11;ETF;1080,9
2020-06-12;ETF;1096,48
2020-06-15;ETF;1103,94
2020-06-16;ETF;1122,22
2020-06-17;ETF;1121,62
2020-06-18;ETF;1120,26
2020-06-19;ETF;1113,91
2020-06-22;ETF;1125,09
2020-06-23;ETF;1130,38
2020-06-24;ETF;1103,79
2020-06-25;ETF;1115,58
2020-06-26;ETF;1093,97
2020-06-29;ETF;1106,51
2020-06-30;ETF;1113,76
2020-07-01;ETF;1122,07
2020-07-02;ETF;1132,5
2020-07-06;ETF;1154,25
2020-07-07;ETF;1140,81
2020-07-08;ETF;1152,59
2020-07-09;ETF;1145,49
2020-07-10;ETF;1154,71
2020-07-13;ETF;1144,58
2020-07-14;ETF;1158,78
2020-07-15;ETF;1170,27
2020-07-16;ETF;1163,17
2020-07-17;ETF;1167,25
2020-07-20;ETF;1177,52
2020-07-21;ETF;1181,14
2020-07-22;ETF;1184,92
2020-07-23;ETF;1172,68
2020-07-24;ETF;1165,73
2020-07-27;ETF;1178,73
2020-07-28;ETF;1170,72
2020-07-29;ETF;1184,62
2020-07-30;ETF;1176,91
2020-07-31;ETF;1173,44
2020-08-03;ETF;1185,83
2020-08-04;ETF;1192,02
2020-08-05;ETF;1200,18
2020-08-06;ETF;1204,41
2020-08-07;ETF;1198,97
2020-08-10;ETF;1201,99
2020-08-11;ETF;1197,76
2020-08-12;ETF;1216,65
2020-08-13;ETF;1214,08
2020-08-14;ETF;1211,36
2020-08-17;ETF;1220,12
2020-08-18;ETF;1221,48
2020-08-19;ETF;1214,84
2020-08-20;ETF;1216,04
2020-08-21;ETF;1218,01
2020-08-24;ETF;1231,0
2020-08-25;ETF;1235,84
2020-08-26;ETF;1245,96
2020-08-27;ETF;1242,18
2020-08-28;ETF;1251,7
2020-08-31;ETF;1244,14
2020-09-01;ETF;1254,87
2020-09-02;ETF;1269,22
2020-09-03;ETF;1230,55
2020-09-04;ETF;1224,5
2020-09-08;ETF;1195,8
2020-09-09;ETF;1219,22
2020-09-10;ETF;1201,24
2020-09-11;ETF;1205,62
2020-09-14;ETF;1220,43
2020-09-15;ETF;1228,58
2020-09-16;ETF;1225,26
2020-09-17;ETF;1218,61
2020-09-18;ETF;1207,13
2020-09-21;ETF;1190,51
2020-09-22;ETF;1196,1
2020-09-23;ETF;1173,89
2020-09-24;ETF;1174,5
2020-09-25;ETF;1187,34
2020-09-28;ETF;1206,22
2020-09-29;ETF;1201,99
2020-09-30;ETF;1207,43
2020-10-01;ETF;1216,5
2020-10-02;ETF;1207,28
2020-10-05;ETF;1227,22
2020-10-06;ETF;1214,08
2020-10-07;ETF;1230,7
2020-10-08;ETF;1240,67
2020-10-09;ETF;1251,25
2020-10-12;ETF;1265,9
2020-10-13;ETF;1257,44
2020-10-14;ETF;1251,4
2020-10-15;ETF;1244,9
2020-10-16;ETF;1245,66
2020-10-19;ETF;1233,42
2020-10-20;ETF;1239,31
2020-10-21;ETF;1236,29
2020-10-22;ETF;1240,22
2020-10-23;ETF;1245,5
2020-10-26;ETF;1224,5
2020-10-27;ETF;1220,43
2020-10-28;ETF;1181,45
2020-10-29;ETF;1190,81
2020-10-30;ETF;1180,54
2020-11-02;ETF;1193,53
2020-11-03;ETF;1215,44
2020-11-04;ETF;1241,12
2020-11-05;ETF;1266,35
2020-11-06;ETF;1268,02
2020-11-09;ETF;1286,45
2020-11-10;ETF;1285,39
2020-11-11;ETF;1296,12
2020-11-12;ETF;1282,07
2020-11-13;ETF;1299,29
2020-11-16;ETF;1315,3
2020-11-17;ETF;1312,13
2020-11-18;ETF;1301,1
2020-11-19;ETF;1307,75
2020-11-20;ETF;1304,58
2020-11-23;ETF;1309,41
2020-11-24;ETF;1328,9
2020-11-25;ETF;1327,54
2020-11-27;ETF;1335,7
2020-11-30;ETF;1319,38
2020-12-01;ETF;1338,12
2020-12-02;ETF;1340,84
2020-12-03;ETF;1343,1
2020-12-04;ETF;1354,89
2020-12-07;ETF;1351,71
2020-12-08;ETF;1356,4
2020-12-09;ETF;1346,88
2020-12-10;ETF;1350,51
2020-12-11;ETF;1347,03
2020-12-14;ETF;1343,01
2020-12-15;ETF;1360,06
2020-12-16;ETF;1363,41
2020-12-17;ETF;1373,16
2020-12-18;ETF;1366,91
2020-12-21;ETF;1358,24
2020-12-22;ETF;1355,95
2020-12-23;ETF;1362,35
2020-12-24;ETF;1364,02
2020-12-28;ETF;1373,0
2020-12-29;ETF;1375,75
2020-12-30;ETF;1380,31
2020-12-31;ETF;1381,23
2021-01-04;ETF;1373,61
2021-01-05;ETF;1387,77
2021-01-06;ETF;1395,54
2021-01-07;ETF;1410,15
2021-01-08;ETF;1422,64
2021-01-11;ETF;1410,15
2021-01-12;ETF;1415,18
2021-01-13;ETF;1416,09
2021-01-14;ETF;1418,22
2021-01-15;ETF;1403,3
2021-01-19;ETF;1416,4
2021-01-20;ETF;1434,06
2021-01-21;ETF;1434,36
2021-01-22;ETF;1427,66
2021-01-25;ETF;1432,38
2021-01-26;ETF;1427,97
2021-01-27;ETF;1392,8
2021-01-28;ETF;1404,52
2021-01-29;ETF;1376,96
2021-02-01;ETF;1400,41
2021-02-02;ETF;1418,22
2021-02-03;ETF;1420,66
2021-02-04;ETF;1430,4
2021-02-05;ETF;1438,62
2021-02-08;ETF;1449,43
2021-02-09;ETF;1452,33
2021-02-10;ETF;1452,63
2021-02-11;ETF;1459,79
2021-02-12;ETF;1466,79
2021-02-16;ETF;1469,53
2021-02-17;ETF;1466,64
2021-02-18;ETF;1456,44
2021-02-19;ETF;1459,03
2021-02-22;ETF;1443,95
2021-02-23;ETF;1445,02
2021-02-24;ETF;1453,24
2021-02-25;ETF;1421,12
2021-02-26;ETF;1408,48
2021-03-01;ETF;1440,91
2021-03-02;ETF;1431,62
2021-03-03;ETF;1415,94
2021-03-04;ETF;1395,69
2021-03-05;ETF;1415,33
2021-03-08;ETF;1402,85
2021-03-09;ETF;1426,75
2021-03-10;ETF;1433,14
2021-03-11;ETF;1451,72
2021-03-12;ETF;1448,98
2021-03-15;ETF;1456,74
2021-03-16;ETF;1456,59
2021-03-17;ETF;1460,85
2021-03-18;ETF;1441,21
2021-03-19;ETF;1442,28
2021-03-22;ETF;1449,59
2021-03-23;ETF;1433,14
2021-03-24;ETF;1421,27
2021-03-25;ETF;1427,66
2021-03-26;ETF;1451,41
2021-03-29;ETF;1448,06
2021-03-30;ETF;1445,78
2021-03-31;ETF;1448,67
2021-04-01;ETF;1467,55
2021-04-05;ETF;1483,84
2021-04-06;ETF;1482,17
2021-04-07;ETF;1479,73
2021-04-08;ETF;1488,87
2021-04-09;ETF;1495,57
2021-04-12;ETF;1491,46
2021-04-13;ETF;1498,46
2021-04-14;ETF;1497,55
2021-04-15;ETF;1511,71
2021-04-16;ETF;1517,64
2021-04-19;ETF;1511,4
2021-04-20;ETF;1495,26
2021-04-21;ETF;1508,51
2021-04-22;ETF;1499,37
2021-04-23;ETF;1515,66
2021-04-26;ETF;1518,86
2021-04-27;ETF;1518,25
2021-04-28;ETF;1520,69
2021-04-29;ETF;1524,34
2021-04-30;ETF;1510,18
2021-05-03;ETF;1516,12
2021-05-04;ETF;1501,81
2021-05-05;ETF;1507,29
2021-05-06;ETF;1518,1
2021-05-07;ETF;1531,8
2021-05-10;ETF;1516,73
2021-05-11;ETF;1504,25
2021-05-12;ETF;1473,19
2021-05-13;ETF;1485,06
2021-05-14;ETF;1508,51
2021-05-17;ETF;1506,22
2021-05-18;ETF;1502,11
2021-05-19;ETF;1495,11
2021-05-20;ETF;1512,31
2021-05-21;ETF;1510,64
2021-05-24;ETF;1522,52
2021-05-25;ETF;1522,52
2021-05-26;ETF;1526,17
2021-05-27;ETF;1527,84
2021-05-28;ETF;1532,41
2021-06-01;ETF;1537,44
2021-06-02;ETF;1539,11
2021-06-03;ETF;1531,04
2021-06-04;ETF;1545,2
2021-06-07;ETF;1545,66
2021-06-08;ETF;1544,9
2021-06-09;ETF;1540,94
2021-06-10;ETF;1548,67
2021-06-11;ETF;1551,58
2021-06-14;ETF;1555,57
2021-06-15;ETF;1552,5
2021-06-16;ETF;1542,53
2021-06-17;ETF;1539,62
2021-06-18;ETF;1519,22
2021-06-21;ETF;1537,17
2021-06-22;ETF;1543,45
2021-06-23;ETF;1540,54
2021-06-24;ETF;1551,43
2021-06-25;ETF;1557,71
2021-06-28;ETF;1557,25
2021-06-29;ETF;1557,87
2021-06-30;ETF;1551,73
2021-07-01;ETF;1558,17
2021-07-02;ETF;1565,38
2021-07-06;ETF;1558,79
2021-07-07;ETF;1562,16
2021-07-08;ETF;1544,99
2021-07-09;ETF;1565,38
2021-07-12;ETF;1569,98
2021-07-13;ETF;1564,61
2021-07-14;ETF;1566,76
2021-07-15;ETF;1560,17
2021-07-16;ETF;1548,36
2021-07-19;ETF;1524,9
2021-07-20;ETF;1541,77
2021-07-21;ETF;1558,02
2021-07-22;ETF;1560,63
2021-07-23;ETF;1570,44
2021-07-26;ETF;1569,52
2021-07-27;ETF;1558,94
2021-07-28;ETF;1566,15
2021-07-29;ETF;1574,74
2021-07-30;ETF;1565,84
2021-08-02;ETF;1566,61
2021-08-03;ETF;1577,8
2021-08-04;ETF;1574,58
2021-08-05;ETF;1581,33
2021-08-06;ETF;1578,72
2021-08-09;ETF;1579,49
2021-08-10;ETF;1581,48
2021-08-11;ETF;1586,39
2021-08-12;ETF;1587,16
2021-08-13;ETF;1591,14
2021-08-16;ETF;1589,0
2021-08-17;ETF;1574,28
2021-08-18;ETF;1563,54
2021-08-19;ETF;1555,26
2021-08-20;ETF;1564,46
2021-08-23;ETF;1580,26
2021-08-24;ETF;1587,46
2021-08-25;ETF;1589,46
2021-08-26;ETF;1579,34
2021-08-27;ETF;1594,52
2021-08-30;ETF;1598,81
2021-08-31;ETF;1599,89
2021-09-01;ETF;1606,48
2021-09-02;ETF;1610,93
2021-09-03;ETF;1614,61
2021-09-07;ETF;1612,15
2021-09-08;ETF;1603,57
2021-09-09;ETF;1599,27
2021-09-10;ETF;1589,92
2021-09-13;ETF;1595,74
2021-09-14;ETF;1586,24
2021-09-15;ETF;1595,74
2021-09-16;ETF;1591,6
2021-09-17;ETF;1575,81
2021-09-20;ETF;1548,05
2021-09-21;ETF;1551,73
2021-09-22;ETF;1566,0
2021-09-23;ETF;1583,17
2021-09-24;ETF;1578,72
2021-09-27;ETF;1577,04
2021-09-28;ETF;1545,91
2021-09-29;ETF;1543,3
2021-09-30;ETF;1532,26
2021-10-01;ETF;1545,14
2021-10-04;ETF;1526,12
2021-10-05;ETF;1539,31
2021-10-06;ETF;1540,54
2021-10-07;ETF;1557,41
2021-10-08;ETF;1555,72
2021-10-11;ETF;1546,52
2021-10-12;ETF;1544,53
2021-10-13;ETF;1556,18
2021-10-14;ETF;1576,27
2021-10-15;ETF;1589,15
2021-10-18;ETF;1590,07
2021-10-19;ETF;1603,57
2021-10-20;ETF;1608,32
2021-10-21;ETF;1608,63
2021-10-22;ETF;1608,78
2021-10-25;ETF;1614,3
2021-10-26;ETF;1613,38
2021-10-27;ETF;1605,41
2021-10-28;ETF;1619,36
2021-10-29;ETF;1614,91
2021-11-01;ETF;1623,04
2021-11-02;ETF;1623,96
2021-11-03;ETF;1634,39
2021-11-04;ETF;1637,92
2021-11-05;ETF;1641,14
2021-11-08;ETF;1644,2
2021-11-09;ETF;1640,06
2021-11-10;ETF;1625,19
2021-11-11;ETF;1630,55
2021-11-12;ETF;1641,9
2021-11-15;ETF;1640,98
2021-11-16;ETF;1644,36
2021-11-17;ETF;1639,76
2021-11-18;ETF;1640,22
2021-11-19;ETF;1634,39
2021-11-22;ETF;1624,57
2021-11-23;ETF;1624,11
2021-11-24;ETF;1624,73
2021-11-26;ETF;1585,16
2021-11-29;ETF;1599,43
2021-11-30;ETF;1577,65
2021-12-01;ETF;1560,17
2021-12-02;ETF;1582,71
2021-12-03;ETF;1569,22
2021-12-06;ETF;1585,01
2021-12-07;ETF;1619,36
2021-12-08;ETF;1623,96
2021-12-09;ETF;1611,08
2021-12-10;ETF;1619,82
2021-12-13;ETF;1603,67
2021-12-14;ETF;1595,0
2021-12-15;ETF;1614,82
2021-12-16;ETF;1607,08
2021-12-17;ETF;1591,28
2021-12-20;ETF;1576,26
2021-12-21;ETF;1601,97
2021-12-22;ETF;1616,99
2021-12-23;ETF;1627,36
2021-12-27;ETF;1645,17
2021-12-28;ETF;1643,46
2021-12-29;ETF;1643,62
2021-12-30;ETF;1641,62
2021-12-31;ETF;1638,99
2022-01-03;ETF;1647,66
2022-01-04;ETF;1646,27
2022-01-05;ETF;1619,46
2022-01-06;ETF;1616,05
2022-01-07;ETF;1615,75
2022-01-10;ETF;1611,1
2022-01-11;ETF;1630,31
2022-01-12;ETF;1640,23
2022-01-13;ETF;1618,22
2022-01-14;ETF;1618,69
2022-01-18;ETF;1590,64
2022-01-19;ETF;1581,04
2022-01-20;ETF;1568,64
2022-01-21;ETF;1541,99
2022-01-24;ETF;1539,51
2022-01-25;ETF;1524,02
2022-01-26;ETF;1516,43
2022-01-27;ETF;1508,68
2022-01-28;ETF;1532,85
2022-01-31;ETF;1564,46
2022-02-01;ETF;1576,54
2022-02-02;ETF;1586,62
2022-02-03;ETF;1556,25
2022-02-04;ETF;1563,22
2022-02-07;ETF;1560,12
